1,0.9941
2,0.998
3,0.9917
4,0.9912
5,0.9873
6,0.9878
7,0.9941
8,0.9937
9,0.9883
10,0.9917
11,0.9937
12,0.9922
13,0.9966
14,0.9946
15,0.9951
16,0.9932
17,0.9927
18,1
19,1.0005
20,0.9927
21,0.9961
22,1
23,0.9971
24,1.002
25,0.9932
26,0.9917
27,0.9961
28,0.9961
29,0.999
30,0.9961
31,0.9995
32,0.9927
33,0.9858
34,0.9922
35,0.9834
36,0.9785
37,0.9863
38,0.981
39,0.9917
40,1.0161
41,1.0015
42,0.9907
43,1.002
44,1.0073
45,1.001
46,0.998
47,1.0039
48,1.0151
49,0.9819
50,0.9805
51,1.0063
52,1.0044
53,1.0015
54,0.9956
55,0.9897
56,1.0015
57,1.0015
58,0.9878
59,0.9902
60,0.9893
61,0.9883
62,0.9902
63,0.9976
64,1
65,1.0024
66,1.0034
67,0.9966
68,0.9937
69,0.9883
70,1.0146
71,1.0063
72,0.9878
73,0.9897
74,0.9995
75,0.9995
76,0.9956
77,0.9927
78,0.9917
79,0.9937
80,0.9873
81,0.9946
82,0.9946
83,0.9912
84,0.9961
85,0.9985
86,0.9912
87,0.9927
88,0.9961
89,0.9946
90,0.9971
91,0.9907
92,0.9937
93,0.9966
94,0.9976
95,0.9995
96,0.9971
97,1.0024
98,1.0024
99,0.9971
100,0.9932
101,0.9941
102,1
103,0.999
104,0.9932
105,0.9941
106,0.9932
107,0.9946
108,0.9863
109,0.9849
110,0.9971
111,1.0034
112,0.999
113,1.0005
114,0.9956
115,1.0024
116,0.9922
117,0.9927
118,1.001
119,0.9941
120,0.9883
121,0.9976
122,1.0015
123,0.9971
124,0.9907
125,0.9927
126,0.998
127,0.9995
128,0.9873
129,0.9688
130,0.9805
131,0.9912
132,0.9995
133,0.9932
134,1.0049
135,1.0112
136,1.0015
1,0.9912
2,0.9878
3,0.9956
4,1.0034
5,0.9985
6,0.999
7,0.9985
8,0.9922
9,0.9893
10,0.9932
11,0.9966
12,0.9961
13,0.9922
14,0.9951
15,0.9946
16,0.9888
17,0.9995
18,1.0015
19,0.9888
20,0.9873
21,0.9971
22,0.998
23,0.9863
24,0.9902
25,1.0015
26,0.9941
27,0.9951
28,0.9902
29,0.9868
30,1.0034
31,0.9917
32,0.9922
33,1.0005
34,0.9927
35,0.9937
36,0.9951
37,0.9897
38,0.9873
39,1
40,0.999
41,0.9912
42,0.9927
43,0.9985
44,0.9951
45,0.9937
46,0.9941
47,0.9888
48,0.9941
49,1.0005
50,0.9941
51,0.9932
52,1.001
53,0.9902
54,0.9907
55,1.0063
56,0.9932
57,0.9849
58,0.9971
59,0.999
60,0.9966
61,0.999
62,0.9888
63,0.9858
64,0.9863
65,0.9946
66,1.0015
67,1.001
68,1.0083
69,0.9873
70,0.9751
71,0.9917
72,0.9961
73,0.9966
74,1
75,1
76,0.9839
77,0.9883
78,1.0112
79,1.0156
80,0.9854
81,0.9795
82,0.9941
83,1.001
84,0.9951
85,0.9912
86,0.9966
87,1.0039
88,1.0049
89,1
90,0.9917
91,1.0005
92,1.0034
93,0.9927
94,0.9951
95,0.999
96,0.9907
97,1.0137
98,1.0195
99,0.9888
100,0.9883
101,0.9985
102,0.9873
103,0.999
104,1.0039
105,0.9971
106,0.9937
107,1
108,0.9951
109,0.9888
110,0.9995
111,0.9907
112,0.9771
113,0.9937
114,1.0107
115,1.0151
116,1.001
117,1.0063
118,0.9985
119,0.9961
120,0.9937
121,0.9912
122,0.9932
123,0.9961
124,0.9927
125,0.999
126,1.0005
127,0.9897
128,0.9941
129,0.9912
130,0.9971
131,1.0068
132,0.9941
133,0.981
134,0.9995
135,0.999
136,0.98
1,1.0073
2,1.0059
3,0.9937
4,0.9902
5,0.9912
6,0.9829
7,0.9863
8,0.9854
9,0.9858
10,0.9941
11,0.9922
12,1.0015
13,0.9829
14,0.9863
15,1.0015
16,1.0049
17,1.0005
18,0.999
19,0.9956
20,0.9966
21,1.0005
22,1
23,1.0015
24,0.9932
25,0.9893
26,0.9956
27,0.9961
28,0.9878
29,0.9932
30,0.9912
31,0.9873
32,0.9897
33,0.9956
34,0.9897
35,0.9927
36,0.9927
37,0.9932
38,1.0005
39,0.9976
40,1.0112
41,1.0161
42,0.9814
43,0.9824
44,1.0044
45,1.0132
46,0.9844
47,0.981
48,1.0186
49,1.0137
50,0.9771
51,0.979
52,0.9995
53,0.998
54,0.981
55,0.9858
56,0.9932
57,0.9902
58,0.9941
59,1.0024
60,0.9927
61,1.0049
62,1.0029
63,0.9888
64,0.9868
65,0.9976
66,0.999
67,1.0005
68,1.0098
69,1.0015
70,0.9888
71,0.9971
72,1.0103
73,1.0083
74,0.9897
75,0.9868
76,1.0054
77,0.9961
78,0.9917
79,0.9878
80,0.9751
81,0.9878
82,1.0054
83,0.9951
84,0.9956
85,0.9941
86,1.0044
87,1.0044
88,0.9985
89,1.0015
90,0.999
91,0.9985
92,0.9995
93,0.9951
94,0.9985
95,0.9976
96,0.9985
97,1.0103
98,1.0176
99,1.0063
100,0.979
101,0.9854
102,0.9941
103,0.9927
104,0.9937
105,0.9976
106,0.9937
107,0.9932
108,0.999
109,1
110,0.998
111,0.9932
112,0.9922
113,0.9985
114,0.9927
115,0.9873
116,0.9863
117,0.9844
118,0.9834
119,0.9956
120,0.9971
121,0.9893
122,0.9805
123,0.9888
124,1.0132
125,1.0112
126,0.9937
127,0.9883
128,0.9941
129,1.0068
130,1.0132
131,1.0029
132,0.9932
133,0.9907
134,0.9922
135,0.9883
136,0.9893
1,0.9946
2,0.9917
3,1.0024
4,1.0054
5,1.0015
6,1.0015
7,0.9937
8,1.0044
9,1.0112
10,1
11,0.9883
12,0.9912
13,0.9937
14,0.9873
15,0.9893
16,1.0054
17,1.0029
18,1.0005
19,0.9966
20,1.0093
21,1.0103
22,1.0054
23,1.0132
24,1.0073
25,0.9897
26,0.9937
27,1.0044
28,0.9932
29,0.981
30,0.9893
31,1.0005
32,0.9844
33,0.9771
34,0.9917
35,0.9878
36,1.0103
37,1.0044
38,0.9902
39,1.0171
40,1.0034
41,1.0039
42,1.0103
43,1.0063
44,1.0073
45,1.0127
46,1.0029
47,0.9873
48,0.9951
49,1.0029
50,0.9956
51,0.9897
52,0.9956
53,0.9912
54,0.9922
55,1.0005
56,0.9917
57,0.9868
58,0.998
59,0.9922
60,0.9907
61,1.0151
62,1.0088
63,0.9805
64,1
65,1.0156
66,1.0059
67,1.0024
68,0.998
69,0.9922
70,1.0068
71,1.019
72,1.0034
73,0.9897
74,0.9966
75,0.9956
76,0.9893
77,0.9951
78,0.9976
79,1.0088
80,1.0093
81,0.999
82,0.9995
83,1.0005
84,1.0034
85,0.9985
86,0.9907
87,0.9902
88,1.0176
89,1.0215
90,1.0054
91,0.999
92,1.0049
93,1.0083
94,1.0039
95,0.9951
96,0.9844
97,0.9985
98,1.0078
99,0.9922
100,0.9932
101,1.0088
102,1.0015
103,1
104,1.0205
105,0.9961
106,0.979
107,1.0005
108,1.0078
109,1.0005
110,1.0107
111,1.002
112,0.9961
113,1.0044
114,1.0039
115,0.998
116,0.998
117,1.0049
118,0.999
119,1.0015
120,1.0176
121,1.0049
122,0.9941
123,0.9893
124,0.9961
125,0.9956
126,1.0015
127,1.0039
128,1.0088
129,1.0088
130,1.0015
131,0.9941
132,0.999
133,0.9941
134,0.9849
135,0.998
136,0.9922
